metal_level,company,plan_number,plan_name,plan_type,sob_url,plan_id
Silver,Blue Cross and Blue Shield of Oklahoma,87571OK0350172,Blue Preferred Silver PPO? Standard,PPO,https://www.bcbsok.com/sbc/ind/sbc-spsa63eppiokp-ok-2025.pdf,52eaedaa-3993-4c93-b141-c7706ef74a1e
Expanded Bronze,Blue Cross and Blue Shield of Montana,30751MT0670018,Blue Focus Bronze POS? Standard,POS,https://www.bcbsmt.com/sbc/ind/sbc-bosa86blcimtp-mt-2025.pdf,52f599b7-f5f6-4e56-a91b-02245ec86439
Silver,CHRISTUS Health Plan,66252TX0350002,CHRISTUS Silver Plus,HMO,https://chppayment.christushealth.org/documents/2025/SBC/66252_SBC_CHRISTUS_Silver_Plus_2025.pdf,53206031-63da-4bb0-bd1e-ccf1a9e242bc
Expanded Bronze,Blue Cross and Blue Shield of Texas,33602TX0460726,Blue Advantage Bronze HMO? 204,HMO,https://www.bcbstx.com/sbc/ind/sbc-bhsh31bavitxp-tx-2025.pdf,53347adf-eadb-4b03-afc0-da675ca3d4dd
Expanded Bronze,Quartz,85773IL0030011,QUARTZ ONE ACHIEVE BRONZE (VISION) $7250 HSA - IL,HMO,https://apps.quartzbenefits.com/sbc/Document.aspx?t=Q1B250301101/view.pdf,5335d970-08b1-424d-b849-2615716890e9
Silver,Sanford Health Plan,89364ND0090016,"Sanford Individual TRUE $4,750",HMO,https://www.sanfordhealthplan.org/-/media/plan-documents/2025/PY25INDTRUE_4750_ND_HP2855.pdf,537f306a-6d1c-4c32-8f1d-9cd64ae93353
Silver,Ambetter from Superior HealthPlan,87226TX0100011,Standard Silver VALUE,HMO,https://api.centene.com/SBC/2025/87226TX0100011-01.pdf,53981cd6-d65d-41be-9d95-1b67bfd966c1
Expanded Bronze,Priority Health,29698MI0541002,MyPriority Value Bronze HSA Bronson Healthcare Partners,HMO,https://priorityhealth.stylelabs.cloud/api/public/content/2025-value-bronze-hsa-bronson-healthcare-sbc.pdf,53ab0543-7aff-4918-b9c3-aae9f0be9456
Silver,BlueCross BlueShield of South Carolina,26065SC0720006,Blue Congaree Standard Silver,HMO,https://www.southcarolinablues.com/web/nonsecure/sc/resources/7dcb0ebc-3ce1-49cb-9a69-801a219a76ff/BCBS+-+Blue+Congaree+Standard+Silver+2025.pdf,53f0b888-6c77-49a4-a6ea-3c026d6ccd01
Gold,Blue Cross Blue Shield of Arizona,53901AZ1420003,Blue EverydayHealth Gold - Neighborhood Network,HMO,https://common.secure.azblue.com/SBC/GetSBC?ProductName=EverydayHealth%20Gold%20&Deductibles=1300&EffectiveDate=2025/01/01&ContractType=2.pdf,5438a630-17e9-4250-8238-0b4136d58254
Expanded Bronze,"Oscar Health Plan of North Carolina, Inc",69803NC0010055,Bronze Classic Standard | with Atrium Health,HMO,https://d3ul0st9g52g6o.cloudfront.net/2025/NC/sbc/2025_69803NC001005501.pdf,5461b5d1-b233-4f33-b60a-d0f292676d12
Gold,Blue Cross and Blue Shield of Texas,33602TX0460565,Blue Advantage Gold HMO? 206,HMO,https://www.bcbstx.com/sbc/ind/sbc-ghsh30bavitxp-tx-2025.pdf,546edf52-52da-4eba-907c-e7d1b24dc2ba
Gold,Blue Cross and Blue Shield of Oklahoma,87571OK0510057,MyBlue Gold HMO? 704,HMO,https://www.bcbsok.com/sbc/ind/sbc-ghsa40baviokp-ok-2025.pdf,54d589aa-22d2-474c-a8ba-c14e428cbb20
Gold,Blue Cross and Blue Shield of Texas,33602TX0870133,Blue Advantage Plus Gold? 203,POS,https://www.bcbstx.com/sbc/ind/sbc-gosh30bavitxp-tx-2025.pdf,54f048c4-5fc6-4454-b931-ffdc4623643c
Expanded Bronze,Medica,57845WI0060029,Essentia Choice Care with Medica Bronze Share,EPO,https://portal.medica.com/visitor/sbcsearch/docdisplay?plancode=2025-IFBECCBSWI&uid=FFM.pdf,54fc01a0-5a85-4a0e-832b-95a7ca648cd9
Expanded Bronze,CHRISTUS Health Plan,66252TX0140013,CHRISTUS Bronze Essential Plus,HMO,https://chppayment.christushealth.org/documents/2025/SBC/66252_SBC_CHRISTUS_Bronze_Essential_Plus_2025.pdf,5525353c-10dd-4f54-a136-ba5d8d2ad281
Gold,Blue Cross and Blue Shield of Illinois,36096IL0990292,Blue Choice Preferred Gold PPO? Standard - Rx Copays,PPO,https://www.bcbsil.com/sbc/ind/sbc-gpsa44bceiilp-il-2025.pdf,555b60f9-e3cd-40d0-b451-9100ed271747
Silver,CHRISTUS Health Plan,66252TX0350011,CHRISTUS Silver Plus,HMO,https://chppayment.christushealth.org/documents/2025/SBC/66252_SBC_CHRISTUS_Silver_Plus_2025.pdf,555d8c1a-1c09-4365-a698-71dae6dedb48
Silver,CHRISTUS Health Plan,66252TX0350009,CHRISTUS Silver Plus,HMO,https://chppayment.christushealth.org/documents/2025/SBC/66252_SBC_CHRISTUS_Silver_Plus_2025.pdf,5571c341-1d29-46ef-9626-6a8c9bd4e553
Gold,Blue Cross and Blue Shield of Texas,33602TX0870159,Blue Advantage Plus Gold? Standard,POS,https://www.bcbstx.com/sbc/ind/sbc-gosa78bavitxp-tx-2025.pdf,55b61b38-818a-47cd-8a0d-39d2dc19ce09
Gold,CHRISTUS Health Plan,66252TX0290002,CHRISTUS Standard Gold,HMO,https://chppayment.christushealth.org/documents/2025/SBC/66252_SBC_CHRISTUS_Standard_Gold_2025.pdf,55c4d8e3-da9b-4860-9a1b-3f15a9de1040
Expanded Bronze,Blue Cross and Blue Shield of Illinois,36096IL0990265,Blue Choice Preferred Bronze PPO? 701,PPO,https://www.bcbsil.com/sbc/ind/sbc-bpsa31bceiilp-il-2025.pdf,5637f3a6-c142-46fa-af38-fea703151fcd
Expanded Bronze,Blue Cross Blue Shield of Arizona,53901AZ1420093,Blue AdvanceHealth Bronze - Neighborhood Network,HMO,https://common.secure.azblue.com/SBC/GetSBC?ProductName=AdvanceHealth%20Bronze%20&Deductibles=9000&EffectiveDate=2025/01/01&ContractType=2.pdf,563a7d72-adfa-4c82-a736-2a75e7109f62
Silver,Blue Cross and Blue Shield of Texas,33602TX0870191,Blue Advantage Plus Silver? 202,POS,https://www.bcbstx.com/sbc/ind/sbc-sosh30bavitxp-tx-2025.pdf,56708fa2-93aa-48d4-a5ee-5c75106c3747
Expanded Bronze,Blue Cross and Blue Shield of Texas,33602TX0870110,Blue Advantage Plus Bronze? Standard,POS,https://www.bcbstx.com/sbc/ind/sbc-bosa91bavitxp-tx-2025.pdf,56828ed7-e76e-42ed-83c7-96c7dbe09b83
Expanded Bronze,Medica,53461MO0010041,Select by Medica Bronze $0 Copay PCP Visits,EPO,https://portal.medica.com/visitor/sbcsearch/docdisplay?plancode=2025-IFBSMBCPCMO&uid=FFM.pdf,56beaf9b-409f-4a62-87d8-8de288733d30
Gold,HMO Louisiana,19636LA0610012,"Precision Blue Copay (PCP, Specialist, Urgent Care) 75/55 $1500 Standardized Plan (M)",POS,https://www.bcbsla.com/web/applications/sbcportal/sbcs/2025/19636LA0610012-01.pdf,56e16dc5-e175-4d17-8883-2b168d77f142
Silver,InStil Health,33863SC0010001,InHealth Basic 1,HMO,https://www.instilhealth.com/web/nonsecure/ih/resources/f43d1c0d-bb84-4fcd-a73c-c48bcd6636bb/InStil+-+InHealth+Basic+1+2025.pdf,57044903-0ff4-40ba-baf9-0aa584334664
Expanded Bronze,"Antidote Health Plan of Arizona, Inc.",68445AZ0610011,"Bronze Elite+Dental $0 Tier-1 PCP, $0 Antidote 24/7 Virtual PCP/Urg/Chronic Care/Referred Labs, $0 Advanced Rx",HMO,http://www.antidotehealth.com/assets/docs/25/m-sbc-25-az-en-68445AZ0610011-01-b-elite-d-on.pdf,5725be0b-6155-409c-8674-2501afd5492d
Expanded Bronze,Quartz,85773IL0030044,QUARTZ ONE ACHIEVE BRONZE (VISION) STANDARD EASY PRICING - IL,HMO,https://apps.quartzbenefits.com/sbc/Document.aspx?t=Q1B250304401/view.pdf,5750cfc6-f223-427b-9467-7a2606f63e3b
Silver,Blue Cross and Blue Shield of Illinois,36096IL0990368,Blue Choice Preferred Silver PPO? 801,PPO,https://www.bcbsil.com/sbc/ind/sbc-spsb44bceiilp-il-2025.pdf,576c1ae1-ba7e-42c4-aaaf-c90e7e2acd7f
Expanded Bronze,Avera Health Plans,60536SD0060015,Avera Direct $7500 HSA Eligible HDHP,HMO,http://www.averahealthplans.com/app/files/public/c8fa95fa-5aab-456c-ac68-a5cb94e2cfe7/SBC/2025/SD%20IND%20Direct%20Network/2025_60536SD0060015-00-01%20Avera%20Direct%207500%20HSA%20Eligible%20HDHP.pdf,57a4d503-de2a-42d9-94f9-acbf6d125d91
Silver,Blue Cross and Blue Shield of Illinois,36096IL0810211,BlueCare Direct Silver? Standard - Select Rx Copays with Advocate,HMO,https://www.bcbsil.com/sbc/ind/sbc-shsb74bhdiilp-il-2025.pdf,57aff080-3b12-48ce-9fa7-b92c23fccff2
Expanded Bronze,Medica,21333OK0060074,Balance by Medica Bronze $0 Copay PCP Visits,PPO,https://portal.medica.com/visitor/sbcsearch/docdisplay?plancode=2025-IFBBLBCPCOK&uid=FFM.pdf,57b7d9fd-e329-4d88-ad8a-85edbe70c59b
Gold,Blue Cross and Blue Shield of Oklahoma,87571OK0350171,Blue Preferred Gold PPO? Standard,PPO,https://www.bcbsok.com/sbc/ind/sbc-gpsa62eppiokp-ok-2025.pdf,583cbc9b-598f-4b8f-b261-a0509ec54a31
Silver,Blue Cross and Blue Shield of Illinois,36096IL0990300,Blue Choice Preferred Silver PPO? Standard - Select Rx Copays,PPO,https://www.bcbsil.com/sbc/ind/sbc-spsa45bceiilp-il-2025.pdf,587e3ca9-ea18-40ea-b358-baca2e563dad
Gold,Blue Cross and Blue Shield of Illinois,36096IL1380023,MyBlue Plus Gold? 909,POS,https://www.bcbsil.com/sbc/ind/sbc-gose02blfiilp-il-2025.pdf,58899034-2373-4153-b011-e79eb0fcf5b7
Expanded Bronze,AmeriHealth Caritas Next,72760DE0010006,AmeriHealth Caritas Next Bronze Premier + No Referrals,HMO,https://www.amerihealthcaritasnext.com/assets/pdf/de/2025/member/plan-documents/summary-of-benefits-de-high-bronze-premier-on.pdf,58b2dadc-9dc7-40bf-b021-a49a5351850a
Catastrophic,Blue Cross and Blue Shield of Texas,33602TX0460668,Blue Advantage Security HMO? 200,HMO,https://www.bcbstx.com/sbc/ind/sbc-chsh30bavitxp-tx-2025.pdf,58cae1bf-c960-45cb-b111-762cb70bc623
Gold,Medica,39520KS0040045,Select by Medica Gold $0 Copay PCP Visits,EPO,https://portal.medica.com/visitor/sbcsearch/docdisplay?plancode=2025-IFBSMGCPCKS&uid=FFM.pdf,5910d581-f33f-4d33-a444-39968b020a94
Silver,Blue Cross and Blue Shield of NC,11512NC0410010,Blue Local Silver Standard | with Atrium Health,EPO,https://www.bcbsnc.com/assets/shopper/public/pdf/sbc/Blue_Local_Silver_Standard_5000_with_Atrium_Health_2025.pdf,593103e0-bd0a-40b0-83af-a10164db7a94
Expanded Bronze,Anthem Blue Cross and Blue Shield,79475WI0340134,Anthem Bronze Pathway/Lean HSA (+ Incentives),HMO,https://sbc.anthem.com/dpsdeeplink/deepLink/AnthemBronzePathwayLeanHSAIncentives/86PR/English/DG166705364081.pdf,59575bff-e732-4904-a9b3-9550764f80fb
Gold,Blue Cross and Blue Shield of Texas,33602TX0870290,Blue Advantage Plus Gold? 803,POS,https://www.bcbstx.com/sbc/ind/sbc-gosd38bavitxp-tx-2025.pdf,59786545-7917-4845-9764-d4452ab7a9f7
Silver,Priority Health,29698MI0541021,MyPriority Balanced Silver Corewell Health West Michigan Network,HMO,https://priorityhealth.stylelabs.cloud/api/public/content/2025-balanced-silver-corewell-health-west-mi-sbc.pdf,5987daf1-2a6a-40f2-bdcf-4794c331bacc
Gold,Quartz,37833WI0510280,QUARTZ GUNDERSEN PERFORMANCE GOLD $2500 DED,HMO,https://apps.quartzbenefits.com/sbc/Document.aspx?i=GPG255128001/view.pdf,59900234-6e6f-4a3a-a3d9-135c702391c1
Expanded Bronze,Group Health Cooperative-SCW,94529WI0240080,Better Together HMO Bronze 7500 Ded/9200 MOOP,HMO,https://planfinder.ghcscw.com/sbc/2512420.pdf,59acc544-377e-4a59-bfb1-5966293b78cf
Silver,Blue Cross and Blue Shield of Texas,33602TX0460971,Blue Advantage Silver HMO? Standard,HMO,https://www.bcbstx.com/sbc/ind/sbc-shsa72bavitxp-tx-2025.pdf,59d347fb-9cdf-4a55-905d-89041f51a0b9
Expanded Bronze,Blue Cross Blue Shield of Arizona,53901AZ1420134,Blue StandardHealth Bronze - Neighborhood Network,HMO,https://common.secure.azblue.com/SBC/GetSBC?ProductName=StandardHealth%20Bronze%20&Deductibles=7500&EffectiveDate=2025/01/01&ContractType=2.pdf,59f00098-2149-439f-a6b5-670ee41812ba
Silver,Priority Health,29698MI0541022,MyPriority Balanced Silver Bronson Healthcare Partners,HMO,https://priorityhealth.stylelabs.cloud/api/public/content/2025-balanced-silver-bronson-healthcare-sbc.pdf,5a22ed1f-350e-4248-a546-3ea856a2297a
Gold,Ambetter Health,49004FL0010026,Everyday Gold,HMO,https://api.centene.com/SBC/2025/49004FL0010026-01.pdf,5a469dc6-d9ac-43d6-b476-cbae63c09f79
Gold,Blue Cross and Blue Shield of Texas,33602TX0460828,Blue Advantage Gold HMO? 603,HMO,https://www.bcbstx.com/sbc/ind/sbc-ghsa27bavitxp-tx-2025.pdf,5a5431a4-4446-4b8f-88ca-e024839b9a05
Gold,Oscar Insurance Company,20069TX0510024,Gold Classic Guided Care,HMO,https://d3ul0st9g52g6o.cloudfront.net/2025/TX/sbc/2025_20069TX051002401.pdf,5a5bbe66-8ef6-4bc2-9423-ad0724cf72f9
Silver,Quartz,37833WI0510284,QUARTZ GUNDERSEN PERFORMANCE SILVER $7000 DED,HMO,https://apps.quartzbenefits.com/sbc/Document.aspx?i=GPS255128401/view.pdf,5a60e528-a32b-47db-b1ca-91ee1b72d00c
Expanded Bronze,CHRISTUS Health Plan,66252TX0030007,CHRISTUS Bronze Essential,HMO,https://chppayment.christushealth.org/documents/2025/SBC/66252_SBC_CHRISTUS_Bronze_Essential_2025.pdf,5aa1a9c5-8092-4a48-8bf6-68062bb3884a
Expanded Bronze,Anthem Blue Cross and Blue Shield,79475WI0340226,Anthem Bronze Priority/Lean 5000 (3 Free PCP Visits + $0 Select Drugs + Incentives),HMO,https://sbc.anthem.com/dpsdeeplink/deepLink/AnthemBronzePriorityLean50003FreePCPVisits0SelectDrugsIncentives/81W4/English/DG166705364120.pdf,5ac1d18f-086f-4318-b27a-70176f5cf3ae
Silver,Avera Health Plans,60536SD0060028,Avera Direct MyWeighForward $4000,HMO,http://www.averahealthplans.com//app/files/public/db3b3011-d304-47fd-9dcf-f81793aa0e0c/SBC/2025/2025_60536SD0060028-00-01%20Avera%20Direct%20MyWeighForward%204000.pdf,5ae41155-a454-4b47-9d5a-c7f89819e455
Silver,Blue Cross Blue Shield of Arizona,53901AZ1420079,Blue EverydayHealth Silver - MaricopaFocus Network,HMO,https://common.secure.azblue.com/SBC/GetSBC?ProductName=EverydayHealth%20Silver%20&Deductibles=5000&EffectiveDate=2025/01/01&ContractType=2.pdf,5afe0d56-566b-464a-9d36-7f93e530a4e2
Silver,CHRISTUS Health Plan,66252TX0350006,CHRISTUS Silver Plus,HMO,https://chppayment.christushealth.org/documents/2025/SBC/66252_SBC_CHRISTUS_Silver_Plus_2025.pdf,5b0c4a64-141e-45b8-bca8-bebc4d13d138
Gold,Blue Cross and Blue Shield of Texas,33602TX0461061,Blue Advantage Gold HMO? 206,HMO,https://www.bcbstx.com/sbc/ind/sbc-ghsh30bavitxp-tx-2025.pdf,5b197c58-e0ed-4a69-ac91-c6487e06ba26
Silver,Ambetter Health of Delaware,64004DE0090007,Focused Silver,EPO,https://api.centene.com/SBC/2025/64004DE0090007-01.pdf,5b2365ba-8c52-4b2a-93f1-836baeace507
Expanded Bronze,Blue Cross and Blue Shield of Texas,33602TX0461050,Blue Advantage Bronze HMO? Standard,HMO,https://www.bcbstx.com/sbc/ind/sbc-bhsa90bavitxp-tx-2025.pdf,5b38c6d8-8574-48db-a7ba-6d17191f04cc
Silver,InStil Health,33863SC0010005,InHealth Basic Standard,HMO,https://www.instilhealth.com/web/nonsecure/ih/resources/096d4e3c-db26-4c3e-9b1c-ef725c77965a/InStil+-+InHealth+Basic+Standard+2025.pdf,5b4c7635-8d66-4756-8f38-23f7a23c28bc
Gold,AultCare Insurance Company,28162OH0060054,AultCare Gold 1100 Select No Pediatric Dental,PPO,https://sso.aultcare.com/z/f/api/file/CMS/document?filename=SBC6542025.pdf,5bd67b94-119d-4cd7-9823-24fbeb4fef11
Expanded Bronze,Ambetter Health of Delaware,64004DE0090004,Standard Expanded Bronze,EPO,https://api.centene.com/SBC/2025/64004DE0090004-01.pdf,5be5012e-c2fc-4ac9-bfa6-65046367e13e
Gold,Ambetter from Superior HealthPlan,87226TX0080013,Complete VALUE Gold,HMO,https://api.centene.com/SBC/2025/87226TX0080013-01.pdf,5be71001-80c2-4079-8d08-c53a0113be57
Gold,Regence BlueCross BlueShield of Utah,22013UT2650013,SaveWell Standard Gold 1500,EPO,https://regence.com/go/2025/SBC/UT/SaveWellStandardGold1500SaveWellEx.pdf,5becf3b5-8a9f-446d-b416-52e05aa443d4
Silver,Blue Cross and Blue Shield of NC,11512NC0390025,Blue Home Silver Standard | with UNC Health Alliance,EPO,https://www.bcbsnc.com/assets/shopper/public/pdf/sbc/Blue_Home_Silver_Standard_5000_with_UNC_Health_Alliance_2025.pdf,5becf6f2-2969-4a91-bb54-5a23672a42eb
Expanded Bronze,Blue Cross Blue Shield of Arizona,53901AZ1420152,Blue StandardHealth Bronze - PimaFocus Network,HMO,https://common.secure.azblue.com/SBC/GetSBC?ProductName=StandardHealth%20Bronze%20&Deductibles=7500&EffectiveDate=2025/01/01&ContractType=2.pdf,5c00f2fe-7e89-4dc8-aa83-cd9a2b4d9715
Expanded Bronze,HealthPartners,20173WI0130027,"Atlas $8,200 HSA Bronze",PPO,https://www.healthpartners.com/content/dam/plan/sbc/hp/2025/iw629.pdf,5c0abce1-acb2-4f25-9150-fddc3707108c
Silver,Blue Cross and Blue Shield of Illinois,36096IL0990294,Blue Choice Preferred Silver PPO? Standard - Select Rx Copays,PPO,https://www.bcbsil.com/sbc/ind/sbc-spsa45bceiilp-il-2025.pdf,5c1706e3-8806-4939-89c7-2a0d0260217b
Silver,Quartz,85773IL0040039,QUARTZ ONE ACHIEVE SILVER (DENTAL & VISION) STANDARD EASY PRICING - IL,HMO,https://apps.quartzbenefits.com/sbc/Document.aspx?t=Q1S250403901/view.pdf,5c1f21c5-fa28-4ed4-ad36-3db92b00d097
Expanded Bronze,Quartz,37833WI0510325,QUARTZ ONE ACHIEVE W/GUNDERSEN BRONZE $0 MEDICAL DED,HMO,https://apps.quartzbenefits.com/sbc/Document.aspx?i=Q1B255132501/view.pdf,5c576513-44f6-45ef-83d9-7a9bb24137d4
Silver,"Alliant Health Plans, Inc.",29854TN0010014,SoloCare Silver EPO 6000/60 - 3 Free PCP Visits 10014,EPO,https://www.alliantplans.com/docs/solocare/2025/TN0010014-01.pdf,5c5d6a66-6cfb-43f3-8ef7-fb4909a087ff
Silver,Oscar Insurance Company,20069TX0510075,Silver Simple PCP Saver Guided Care,HMO,https://d3ul0st9g52g6o.cloudfront.net/2025/TX/sbc/2025_20069TX051007501.pdf,5c6b2b35-aea5-42a5-9fc3-a4960b04b73e
Expanded Bronze,Anthem Blue Cross and Blue Shield,79475WI0340133,Anthem Bronze Pathway/Lean HSA (+ Incentives),HMO,https://sbc.anthem.com/dpsdeeplink/deepLink/AnthemBronzePathwayLeanHSAIncentives/86PR/English/DG166705364081.pdf,5ca7fcc4-e0a9-4089-9360-fdfde510fd1f
Silver,Blue Cross and Blue Shield of NC,11512NC0410040,Blue Local Silver Standard | with Atrium Health,EPO,https://www.bcbsnc.com/assets/shopper/public/pdf/sbc/Blue_Local_Silver_Standard_5000_with_Atrium_Health_2025.pdf,5cd10d49-d3f5-4ac8-b128-3586fab46615
Expanded Bronze,Blue Cross and Blue Shield of Oklahoma,87571OK0510080,MyBlue Bronze HMO? Standard,HMO,https://www.bcbsok.com/sbc/ind/sbc-bhse40baviokp-ok-2025.pdf,5d17db40-1cf9-42fd-abb2-f14d18c90d14
Bronze,Blue Cross and Blue Shield of Texas,33602TX0460793,Blue Advantage Bronze HMO? 301,HMO,https://www.bcbstx.com/sbc/ind/sbc-bhsh42bavitxp-tx-2025.pdf,5d5630c1-a359-4b42-87ea-e5d16a367054
Bronze,Cox HealthPlans,96384MO0220015,"Cox HealthPlans Bronze Preferred $9,200 Deductible",EPO,https://www.thinkinghealthforward.com/files/96384MO0220015-01%20Bronze%20Preferred%20On%20Exchange%202025.pdf,5d5b9734-cdb7-4b8f-a46d-861dffd7ee17
Bronze,Blue Cross and Blue Shield of Oklahoma,87571OK0510082,MyBlue Bronze HMO? 902,HMO,https://www.bcbsok.com/sbc/ind/sbc-bhsd65baviokp-ok-2025.pdf,5d65fd82-ccee-4652-81ef-9beb6cfdc74a
Silver,Blue Cross Blue Shield of Arizona,53901AZ1420014,Blue EverydayHealth Silver - Neighborhood Network,HMO,https://common.secure.azblue.com/SBC/GetSBC?ProductName=EverydayHealth%20Silver%20&Deductibles=5000&EffectiveDate=2025/01/01&ContractType=2.pdf,5d683012-602b-440c-bc41-181faf957290
Silver,HMO Louisiana,19636LA0240013,Blue Connect 80/60 $3200 (S),POS,https://www.bcbsla.com/web/applications/sbcportal/sbcs/2025/19636LA0240013-01.pdf,5e12d143-69b6-459d-a9fb-53d14230597f
Gold,Blue Cross and Blue Shield of Texas,33602TX0870297,Blue Advantage Plus Gold? 803,POS,https://www.bcbstx.com/sbc/ind/sbc-gosd38bavitxp-tx-2025.pdf,5e141fe8-7114-430f-8921-f9b071b3aeac
Silver,Blue Cross and Blue Shield of Oklahoma,87571OK0510070,MyBlue Silver HMO? 803,HMO,https://www.bcbsok.com/sbc/ind/sbc-shsd01baviokp-ok-2025.pdf,5e2152b0-7a40-453d-8e83-1670cd75b19f
Expanded Bronze,Blue Cross and Blue Shield of Illinois,36096IL0810111,Blue Precision Bronze HMO? 205,HMO,https://www.bcbsil.com/sbc/ind/sbc-bhsh31baviilp-il-2025.pdf,5e2e781b-bd14-4ca3-9f7f-3814d5c89ee8
Gold,Blue Cross Blue Shield of Arizona,53901AZ1420006,Blue EverydayHealth Gold - Neighborhood Network,HMO,https://common.secure.azblue.com/SBC/GetSBC?ProductName=EverydayHealth%20Gold%20&Deductibles=1300&EffectiveDate=2025/01/01&ContractType=2.pdf,5e6a95f9-7676-408d-8b66-eda119ce43eb
Gold,Blue Cross and Blue Shield of Texas,33602TX0461180,MyBlue Health Gold? 403,HMO,https://www.bcbstx.com/sbc/ind/sbc-ghsa01bftitxp-tx-2025.pdf,5e978073-3caf-4f45-8652-f50198685dc0
Expanded Bronze,Blue Cross and Blue Shield of Texas,33602TX0870048,Blue Advantage Plus Bronze? 303,POS,https://www.bcbstx.com/sbc/ind/sbc-bosh45bavitxp-tx-2025.pdf,5f5a478a-4bd7-4e6b-98e0-c2a7f436b3ed
Gold,Florida Health Care Plans,56503FL2860001,Gym Access IND Gold HMO H.S.A 9010,HMO,http://www.fhcp.com/documents/ISBC/2025/56503FL2860001-01.pdf,5ff5570e-ab62-4a39-9343-40b9abf66482
Expanded Bronze,Blue Cross and Blue Shield of Texas,33602TX0461048,Blue Advantage Bronze HMO? Standard,HMO,https://www.bcbstx.com/sbc/ind/sbc-bhsa90bavitxp-tx-2025.pdf,5ffc328e-8ddf-4dc0-bf6d-4d2bf4e378e7
Silver,Blue Cross and Blue Shield of Illinois,36096IL0810150,Blue Precision Silver HMO? Standard - Select Rx Copays,HMO,https://www.bcbsil.com/sbc/ind/sbc-shsa48baviilp-il-2025.pdf,6029beb1-455a-48a4-8285-f35dbade307c
Gold,Blue Cross and Blue Shield of Texas,33602TX0870273,Blue Advantage Plus Gold? 803,POS,https://www.bcbstx.com/sbc/ind/sbc-gosd38bavitxp-tx-2025.pdf,60530eb5-4adc-4866-b6a1-b1f4fd24212b
Gold,Florida Health Care Plans,56503FL2600002,Gym Access IND Gold POS BC 5651,POS,http://www.fhcp.com/documents/ISBC/2025/56503FL2600002-01.pdf,605fe223-d079-4370-bf5e-70daf9ee2865
Expanded Bronze,Blue Cross and Blue Shield of Illinois,36096IL0990306,Blue Choice Preferred Bronze PPO? Standard - Select Rx Copays,PPO,https://www.bcbsil.com/sbc/ind/sbc-bpsa81bceiilp-il-2025.pdf,6088bd52-136b-4a20-9125-f022acb426af
Expanded Bronze,Anthem Blue Cross and Blue Shield,79475WI0340212,Anthem Bronze Priority/Lean HSA (+ Incentives),HMO,https://sbc.anthem.com/dpsdeeplink/deepLink/AnthemBronzePriorityLeanHSAIncentives/81WH/English/DG166705364071.pdf,60a19f7a-66d0-480b-960c-a29fbbcbef1f
Silver,Blue Cross Blue Shield of Arizona,53901AZ1420127,Blue StandardHealth Silver - Neighborhood Network,HMO,https://common.secure.azblue.com/SBC/GetSBC?ProductName=StandardHealth%20Silver%20&Deductibles=5000&EffectiveDate=2025/01/01&ContractType=2.pdf,61364027-424c-4897-90ba-afad2a8559d5
Gold,BlueCross BlueShield of Tennessee,14002TN0400235,BlueCross G08E $30 PCP Copay + $0 virtual care from Teladoc Health �,EPO,https://www.bcbst.com/sbc/2025/127600/G08E_SBC.pdf,617c6bd0-2fa2-454d-8b87-1648aa368d04
Expanded Bronze,AvMed,19898FL0340027,AvMed Entrust Bronze 650 (2025),HMO,https://apps.avmed.com/Public/OHBRFileManager/DownloadFile.aspx?filePath=%2Fpresales%2FAvMed%2F2025%2FSBC%2FIFP%2FAVINHB16500101250624.pdf,61ca90b4-0239-4a36-962e-69e831318927
Gold,CHRISTUS Health Plan,66252TX0290011,CHRISTUS Standard Gold,HMO,https://chppayment.christushealth.org/documents/2025/SBC/66252_SBC_CHRISTUS_Standard_Gold_2025.pdf,61d61e40-a5b5-4f1e-90ca-9d30060f61c0
Gold,Oscar Insurance Company,20069TX0510071,Gold Classic Guided Care,HMO,https://d3ul0st9g52g6o.cloudfront.net/2025/TX/sbc/2025_20069TX051007101.pdf,62087c7c-8483-4b49-97ab-a2cc28e9a307
Expanded Bronze,CHRISTUS Health Plan,66252TX0330009,CHRISTUS Bronze Plus,HMO,https://chppayment.christushealth.org/documents/2025/SBC/66252_SBC_CHRISTUS_Bronze_Plus_2025.pdf,622aaa4c-ab42-4a44-b54d-76a1df235727
Silver,Blue Cross and Blue Shield of Texas,33602TX0870171,Blue Advantage Plus Silver? 202,POS,https://www.bcbstx.com/sbc/ind/sbc-sosh30bavitxp-tx-2025.pdf,6242b654-0a06-41fe-8ed4-9492b0d4a9c9
Silver,Anthem Blue Cross and Blue Shield,79475WI0340232,Anthem Silver Priority/Lean Standard ($0 Virtual PCP + $0 Select Drugs + Incentives),HMO,https://sbc.anthem.com/dpsdeeplink/deepLink/AnthemSilverPriorityLeanStandard0VirtualPCP0SelectDrugsIncentives/81WQ/English/DG166705364124.pdf,626bb03e-16ff-401c-9220-98b372e2281d
Gold,Blue Cross and Blue Shield of Texas,33602TX0870282,Blue Advantage Plus Gold? 803,POS,https://www.bcbstx.com/sbc/ind/sbc-gosd38bavitxp-tx-2025.pdf,627f13ca-62c0-412a-99cc-b34bcabf4603
Silver,"Imperial Insurance Companies, Inc.",34826TX0020002,Imperial Standard Silver,HMO,https://documents.imperialhealthplan.com/2025/Marketplace/Plans/Texas/Imperial%20Standard%20Silver_34826TX0020002-01_CY2025.pdf,6292892f-9845-4364-92f4-ef510f927368
